game_id,season,game_type,week,gameday,gametime,away_team,away_score,home_team,home_score,result,overtime,location,spread_line,total_line,away_moneyline,home_moneyline,espn,away_coach,home_coach,away_rest,home_rest,roof,surface,temp,wind,away_qb_name,home_qb_name,referee,stadium_id,stadium
2026_17_DEN_NE,2026,REG,17,2027-01-03,13:00,DEN,,NE,,,,Home,,,,,401873157,Sean Payton,Mike Vrabel,9,7,outdoors,fieldturf,,,,,,BOS00,Gillette Stadium
2026_17_DET_CHI,2026,REG,17,2027-01-03,16:25,DET,,CHI,,,,Home,,,,,401873169,Dan Campbell,Ben Johnson,6,9,outdoors,grass,,,,,,CHI98,Soldier Field
2026_17_IND_CLE,2026,REG,17,2027-01-03,13:00,IND,,CLE,,,,Home,,,,,401873162,Shane Steichen,Todd Monken,7,7,outdoors,grass,,,,,,CLE00,Huntington Bank Field
2026_17_KC_LAC,2026,REG,17,2027-01-03,13:00,KC,,LAC,,,,Home,,,,,401873158,Andy Reid,Jim Harbaugh,7,7,dome,matrixturf,,,,,,LAX01,SoFi Stadium
2026_17_LA_TB,2026,REG,17,2027-01-03,13:00,LAR,,TB,,,,Home,,,,,401873159,Sean McVay,Todd Bowles,9,7,outdoors,grass,,,,,,TAM00,Raymond James Stadium
2026_17_LV_ARI,2026,REG,17,2027-01-03,16:05,LV,,ARI,,,,Home,,,,,401873168,Klint Kubliak,Jonathan Gannon,7,7,,grass,,,,,,PHO00,State Farm Stadium
2026_17_MIN_NYJ,2026,REG,17,2027-01-03,13:00,MIN,,NYJ,,,,Home,,,,,401873163,Kevin O'Connell,Aaron Glenn,7,7,outdoors,fieldturf,,,,,,NYC01,MetLife Stadium
2026_17_NO_ATL,2026,REG,17,2027-01-03,13:00,NO,,ATL,,,,Home,,,,,401873164,Kellen Moore,Raheem Morris,7,7,,fieldturf,,,,,,ATL97,Mercedes-Benz Stadium
2026_17_NYG_DAL,2026,REG,17,2027-01-03,13:00,NYG,,DAL,,,,Home,,,,,401873165,John Harbaugh,Brian Schottenheimer,6,7,,matrixturf,,,,,,DAL00,AT&T Stadium
2026_17_PHI_SF,2026,REG,17,2027-01-03,20:20,PHI,,SF,,,,Home,,,,,401873170,Nick Sirianni,Kyle Shanahan,10,7,outdoors,grass,,,,,,SFO01,Levi's Stadium
2026_17_PIT_TEN,2026,REG,17,2027-01-03,13:00,PIT,,TEN,,,,Home,,,,,401873166,Mike McCarthy,Robert Saleh,7,7,outdoors,grass,,,,,,NAS00,Nissan Stadium
2026_17_SEA_CAR,2026,REG,17,2027-01-03,13:00,SEA,,CAR,,,,Home,,,,,401873167,Mike Macdonald,Dave Canales,9,7,outdoors,grass,,,,,,CAR00,Bank of America Stadium
2026_17_WAS_JAX,2026,REG,17,2027-01-03,13:00,WAS,,JAX,,,,Home,,,,,401873160,Dan Quinn,Liam Coen,7,7,outdoors,grass,,,,,,JAX00,EverBank Stadium
2026_17_HOU_GB,2026,REG,17,2027-01-04,20:15,HOU,,GB,,,,Home,,,,,401873171,DeMeco Ryans,Matt LaFleur,11,10,outdoors,grass,,,,,,GNB00,Lambeau Field
2026_18_ATL_CAR,2026,REG,18,2027-01-10,13:00,ATL,,CAR,,,,Home,,,,,401873172,Raheem Morris,Dave Canales,7,7,outdoors,grass,,,,,,CAR00,Bank of America Stadium
2026_18_CHI_MIN,2026,REG,18,2027-01-10,13:00,CHI,,MIN,,,,Home,,,,,401873173,Ben Johnson,Kevin O'Connell,7,7,dome,sportturf,,,,,,MIN01,U.S. Bank Stadium
2026_18_CLE_CIN,2026,REG,18,2027-01-10,13:00,CLE,,CIN,,,,Home,,,,,401873174,Todd Monken,Zac Taylor,7,10,outdoors,fieldturf,,,,,,CIN00,Paycor Stadium
2026_18_DAL_WAS,2026,REG,18,2027-01-10,13:00,DAL,,WAS,,,,Home,,,,,401873175,Brian Schottenheimer,Dan Quinn,7,7,outdoors,grass,,,,,,WAS00,Northwest Stadium
2026_18_DET_GB,2026,REG,18,2027-01-10,13:00,DET,,GB,,,,Home,,,,,401873176,Dan Campbell,Matt LaFleur,7,6,outdoors,grass,,,,,,GNB00,Lambeau Field
2026_18_JAX_IND,2026,REG,18,2027-01-10,13:00,JAX,,IND,,,,Home,,,,,401873177,Liam Coen,Shane Steichen,7,7,,fieldturf,,,,,,IND00,Lucas Oil Stadium
2026_18_LAC_DEN,2026,REG,18,2027-01-10,13:00,LAC,,DEN,,,,Home,,,,,401873179,Jim Harbaugh,Sean Payton,7,7,outdoors,grass,,,,,,DEN00,Empower Field at Mile High
2026_18_LV_KC,2026,REG,18,2027-01-10,13:00,LV,,KC,,,,Home,,,,,401873178,Klint Kubliak,Andy Reid,7,7,outdoors,grass,,,,,,KAN00,GEHA Field at Arrowhead Stadium
2026_18_MIA_NE,2026,REG,18,2027-01-10,13:00,MIA,,NE,,,,Home,,,,,401873180,Jeff Hafley,Mike Vrabel,7,7,outdoors,fieldturf,,,,,,BOS00,Gillette Stadium
2026_18_NYJ_BUF,2026,REG,18,2027-01-10,13:00,NYJ,,BUF,,,,Home,,,,,401873181,Aaron Glenn,Sean McDermott,7,7,outdoors,a_turf,,,,,,BUF00,Highmark Stadium
2026_18_PHI_NYG,2026,REG,18,2027-01-10,13:00,PHI,,NYG,,,,Home,,,,,401873182,Nick Sirianni,John Harbaugh,7,7,outdoors,fieldturf,,,,,,NYC01,MetLife Stadium
2026_18_PIT_BAL,2026,REG,18,2027-01-10,13:00,PIT,,BAL,,,,Home,,,,,401873183,Mike McCarthy,Jesse Minter,7,10,outdoors,grass,,,,,,BAL00,M&T Bank Stadium
2026_18_SEA_LA,2026,REG,18,2027-01-10,13:00,SEA,,LAR,,,,Home,,,,,401873185,Mike Macdonald,Sean McVay,7,7,dome,matrixturf,,,,,,LAX01,SoFi Stadium
2026_18_SF_ARI,2026,REG,18,2027-01-10,13:00,SF,,ARI,,,,Home,,,,,401873184,Kyle Shanahan,Jonathan Gannon,7,7,,grass,,,,,,PHO00,State Farm Stadium
2026_18_TB_NO,2026,REG,18,2027-01-10,13:00,TB,,NO,,,,Home,,,,,401873186,Todd Bowles,Kellen Moore,7,7,dome,sportturf,,,,,,NOR00,Caesars Superdome
2026_18_TEN_HOU,2026,REG,18,2027-01-10,13:00,TEN,,HOU,,,,Home,,,,,401873187,Robert Saleh,DeMeco Ryans,7,6,,astroturf,,,,,,HOU00,Reliant Stadium
